Jerarquía;Descripción;esHoja;Puntuación
1.2.7.45;Documento > Párrafos > Párrafo > Sang. izq.;true;1
1.2.7.46;Documento > Párrafos > Párrafo > Interlineado;true;1
1.2.7.47;Documento > Párrafos > Párrafo > Interlineado;true;1
1.2.7.48;Documento > Párrafos > Párrafo > SpaceAfter;true;1
1.2.7.49;Documento > Párrafos > Párrafo > SpaceBefore;true;1
1.2.7.50;Documento > Párrafos > Párrafo > OutlineLevel;true;1
1.2.7.51;Documento > Párrafos > Párrafo > PageBreakBefore;true;1
1.2.7.52;Documento > Párrafos > Párrafo > Sang. dcha.;true;1
1.2.7.53;Documento > Párrafos > Párrafo > TabStops;false;0
1.2.7.54;Documento > Párrafos > Párrafo > WidowControl;true;1
1.2.7.55;Documento > Párrafos > Párrafo > Range;false;0
1.2.7.56;Documento > Párrafos > Párrafo > División automática de palabras;true;1
1.2.7.57;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo;false;0
1.2.7.41.58;Documento > Párrafos > Párrafo > Letra capital > Dist. desde  texto;true;1
1.2.7.41.59;Documento > Párrafos > Párrafo > Letra capital > Fuente;true;1
1.2.7.41.60;Documento > Párrafos > Párrafo > Letra capital > Lín. Ocupadas;true;1
1.2.7.41.61;Documento > Párrafos > Párrafo > Letra capital > Posición;true;1
1.2.7.53.62;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.63;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.64;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.65;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.66;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.67;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.68;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.69;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.70;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.71;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.72;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.73;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.74;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.75;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.76;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.77;Documento > Párrafos > Párrafo > TabStops > Tabulación;false;0
1.2.7.53.62.78;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.62.79;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.62.80;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.63.81;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.63.82;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.63.83;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.64.84;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.64.85;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.64.86;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.65.87;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.65.88;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.65.89;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.66.90;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.66.91;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.66.92;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.67.93;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.67.94;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.67.95;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.68.96;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.68.97;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.68.98;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.69.99;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.69.100;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.69.101;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.70.102;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.70.103;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.70.104;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.71.105;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.71.106;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.71.107;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.72.108;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.72.109;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.72.110;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.73.111;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.73.112;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.73.113;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.74.114;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.74.115;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.74.116;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.75.117;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.75.118;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.75.119;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.76.120;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.76.121;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.76.122;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.53.77.123;Documento > Párrafos > Párrafo > TabStops > Tabulación > Alineación;true;1
1.2.7.53.77.124;Documento > Párrafos > Párrafo > TabStops > Tabulación > Relleno;true;1
1.2.7.53.77.125;Documento > Párrafos > Párrafo > TabStops > Tabulación > Posición;true;1
1.2.7.55.126;Documento > Párrafos > Párrafo > Range > Bordes;false;0
1.2.7.55.127;Documento > Párrafos > Párrafo > Range > Shading;false;0
1.2.7.55.128;Documento > Párrafos > Párrafo > Range > Bold;true;1
1.2.7.55.129;Documento > Párrafos > Párrafo > Range > Font;false;0
1.2.7.55.130;Documento > Párrafos > Párrafo > Range > HighlightColorIndex;true;1
1.2.7.55.131;Documento > Párrafos > Párrafo > Range > InlineShapes;true;0
1.2.7.55.132;Documento > Párrafos > Párrafo > Range > Italic;true;1
1.2.7.55.133;Documento > Párrafos > Párrafo > Range > Text;true;1
1.2.7.55.134;Documento > Párrafos > Párrafo > Range > Underline;true;1
1.2.7.55.126.135;Documento > Párrafos > Párrafo > Range > Bordes > Borde;false;0
1.2.7.55.126.136;Documento > Párrafos > Párrafo > Range > Bordes > Borde;false;0
1.2.7.55.126.137;Documento > Párrafos > Párrafo > Range > Bordes > Borde;false;0
1.2.7.55.126.138;Documento > Párrafos > Párrafo > Range > Bordes > Borde;false;0
1.2.7.55.126.139;Documento > Párrafos > Párrafo > Range > Bordes > Borde;false;0
1.2.7.55.126.140;Documento > Párrafos > Párrafo > Range > Bordes > Dist. Inferior;true;0
1.2.7.55.126.141;Documento > Párrafos > Párrafo > Range > Bordes > Dist. Izquierda;true;0
1.2.7.55.126.142;Documento > Párrafos > Párrafo > Range > Bordes > Dist. Derecha;true;0
1.2.7.55.126.143;Documento > Párrafos > Párrafo > Range > Bordes > Dist. Superior;true;0
1.2.7.55.126.135.144;Documento > Párrafos > Párrafo > Range > Bordes > Borde > Estilo de línea;true;1
1.2.7.55.126.135.145;Documento > Párrafos > Párrafo > Range > Bordes > Borde > Ancho de línea;true;1
1.2.7.55.126.135.146;Documento > Párrafos > Párrafo > Range > Bordes > Borde > Color;true;1
1.2.7.55.126.136.147;Documento > Párrafos > Párrafo > Range > Bordes > Borde > Estilo de línea;true;1
1.2.7.55.126.136.148;Documento > Párrafos > Párrafo > Range > Bordes > Borde > Ancho de línea;true;1
1.2.7.55.126.136.149;Documento > Párrafos > Párrafo > Range > Bordes > Borde > Color;true;1
1.2.7.55.126.137.150;Documento > Párrafos > Párrafo > Range > Bordes > Borde > Estilo de línea;true;1
1.2.7.55.126.137.151;Documento > Párrafos > Párrafo > Range > Bordes > Borde > Ancho de línea;true;1
1.2.7.55.126.137.152;Documento > Párrafos > Párrafo > Range > Bordes > Borde > Color;true;1
1.2.7.55.126.138.153;Documento > Párrafos > Párrafo > Range > Bordes > Borde > Estilo de línea;true;1
1.2.7.55.126.138.154;Documento > Párrafos > Párrafo > Range > Bordes > Borde > Ancho de línea;true;1
1.2.7.55.126.138.155;Documento > Párrafos > Párrafo > Range > Bordes > Borde > Color;true;1
1.2.7.55.126.139.156;Documento > Párrafos > Párrafo > Range > Bordes > Borde > Estilo de línea;true;1
1.2.7.55.126.139.158;Documento > Párrafos > Párrafo > Range > Bordes > Borde > Color;true;1
1.2.7.55.127.159;Documento > Párrafos > Párrafo > Range > Shading > BackgroundPatternColor;true;1
1.2.7.55.127.160;Documento > Párrafos > Párrafo > Range > Shading > ForegroundPatternColor;true;1
1.2.7.55.127.161;Documento > Párrafos > Párrafo > Range > Shading > Texture;true;1
1.2.7.55.129.162;Documento > Párrafos > Párrafo > Range > Font > Shading;false;0
1.2.7.55.129.163;Documento > Párrafos > Párrafo > Range > Font > Color;true;1
1.2.7.55.129.164;Documento > Párrafos > Párrafo > Range > Font > Bold;true;1
1.2.7.55.129.165;Documento > Párrafos > Párrafo > Range > Font > Italic;true;1
1.2.7.55.129.166;Documento > Párrafos > Párrafo > Range > Font > Underline;true;1
1.2.7.55.129.167;Documento > Párrafos > Párrafo > Range > Font > DoubleStrikeThrough;true;1
1.2.7.55.129.168;Documento > Párrafos > Párrafo > Range > Font > Emboss;true;1
1.2.7.55.129.169;Documento > Párrafos > Párrafo > Range > Font > Engrave;true;1
1.2.7.55.129.170;Documento > Párrafos > Párrafo > Range > Font > Kerning;true;1
1.2.7.55.129.171;Documento > Párrafos > Párrafo > Range > Font > Name;true;1
1.2.7.55.129.172;Documento > Párrafos > Párrafo > Range > Font > Outline;true;1
1.2.7.55.129.173;Documento > Párrafos > Párrafo > Range > Font > Position;true;1
1.2.7.55.129.174;Documento > Párrafos > Párrafo > Range > Font > Scaling;true;1
1.2.7.55.129.175;Documento > Párrafos > Párrafo > Range > Font > Shadow;true;1
1.2.7.55.129.176;Documento > Párrafos > Párrafo > Range > Font > Size;true;1
1.2.7.55.129.177;Documento > Párrafos > Párrafo > Range > Font > Spacing;true;1
1.2.7.55.129.178;Documento > Párrafos > Párrafo > Range > Font > StrikeThrough;true;1
1.2.7.55.129.179;Documento > Párrafos > Párrafo > Range > Font > Subscript;true;1
1.2.7.55.129.180;Documento > Párrafos > Párrafo > Range > Font > Superscript;true;1
1.2.7.55.129.181;Documento > Párrafos > Párrafo > Range > Font > UnderlineColor;true;1
1.2.7.55.129.162.182;Documento > Párrafos > Párrafo > Range > Font > Shading > BackgroundPatternColor;true;1
1.2.7.55.129.162.183;Documento > Párrafos > Párrafo > Range > Font > Shading > ForegroundPatternColor;true;1
1.2.7.55.129.162.184;Documento > Párrafos > Párrafo > Range > Font > Shading > Texture;true;1
1.2.7.57.185;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista;false;0
1.2.7.57.185.186;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Nivel de lista;true;1
1.2.7.57.185.187;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Expr. Lista;true;1
1.2.7.57.185.188;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista;false;0
1.2.7.57.185.189;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Tipo de lista;true;1
1.2.7.57.185.190;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Núm. Lista;true;1
1.2.7.57.185.188.191;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista;false;0
1.2.7.57.185.188.191.192;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista;false;0
1.2.7.57.185.188.191.193;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista;false;0
1.2.7.57.185.188.191.194;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista;false;0
1.2.7.57.185.188.191.195;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista;false;0
1.2.7.57.185.188.191.196;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista;false;0
1.2.7.57.185.188.191.197;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista;false;0
1.2.7.57.185.188.191.198;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista;false;0
1.2.7.57.185.188.191.199;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista;false;0
1.2.7.57.185.188.191.200;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista;false;0
1.2.7.57.185.188.191.192.201;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Alin. número;true;1
1.2.7.57.185.188.191.192.202;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Estilo enlazado;true;1
1.2.7.57.185.188.191.192.203;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Formato núm.;true;1
1.2.7.57.185.188.191.192.204;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Pos. número;true;1
1.2.7.57.185.188.191.192.205;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Estilo núm.;true;1
1.2.7.57.185.188.191.192.206;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Nivel de reinicio de lista;true;1
1.2.7.57.185.188.191.192.207;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Núm. inicio lista;true;1
1.2.7.57.185.188.191.192.208;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Tabulación;true;1
1.2.7.57.185.188.191.192.209;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Sangría;true;1
1.2.7.57.185.188.191.192.210;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Núm. seguido de;true;1
1.2.7.57.185.188.191.192.211;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Nivel del estilo (verificar);true;1
1.2.7.57.185.188.191.193.212;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Alin. número;true;1
1.2.7.57.185.188.191.193.213;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Estilo enlazado;true;1
1.2.7.57.185.188.191.193.214;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Formato núm.;true;1
1.2.7.57.185.188.191.193.215;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Pos. número;true;1
1.2.7.57.185.188.191.193.216;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Estilo núm.;true;1
1.2.7.57.185.188.191.193.217;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Nivel de reinicio de lista;true;1
1.2.7.57.185.188.191.193.218;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Núm. inicio lista;true;1
1.2.7.57.185.188.191.193.219;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Tabulación;true;1
1.2.7.57.185.188.191.193.220;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Sangría;true;1
1.2.7.57.185.188.191.193.221;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Núm. seguido de;true;1
1.2.7.57.185.188.191.193.222;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Nivel del estilo (verificar);true;1
1.2.7.57.185.188.191.194.223;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Alin. número;true;1
1.2.7.57.185.188.191.194.224;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Estilo enlazado;true;1
1.2.7.57.185.188.191.194.225;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Formato núm.;true;1
1.2.7.57.185.188.191.194.226;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Pos. número;true;1
1.2.7.57.185.188.191.194.227;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Estilo núm.;true;1
1.2.7.57.185.188.191.194.228;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Nivel de reinicio de lista;true;1
1.2.7.57.185.188.191.194.229;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Núm. inicio lista;true;1
1.2.7.57.185.188.191.194.230;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Tabulación;true;1
1.2.7.57.185.188.191.194.231;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Sangría;true;1
1.2.7.57.185.188.191.194.232;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Núm. seguido de;true;1
1.2.7.57.185.188.191.194.233;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Nivel del estilo (verificar);true;1
1.2.7.57.185.188.191.195.234;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Alin. número;true;1
1.2.7.57.185.188.191.195.235;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Estilo enlazado;true;1
1.2.7.57.185.188.191.195.236;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Formato núm.;true;1
1.2.7.57.185.188.191.195.237;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Pos. número;true;1
1.2.7.57.185.188.191.195.238;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Estilo núm.;true;1
1.2.7.57.185.188.191.195.239;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Nivel de reinicio de lista;true;1
1.2.7.57.185.188.191.195.240;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Núm. inicio lista;true;1
1.2.7.57.185.188.191.195.241;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Tabulación;true;1
1.2.7.57.185.188.191.195.242;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Sangría;true;1
1.2.7.57.185.188.191.195.243;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Núm. seguido de;true;1
1.2.7.57.185.188.191.195.244;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Nivel del estilo (verificar);true;1
1.2.7.57.185.188.191.196.245;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Alin. número;true;1
1.2.7.57.185.188.191.196.246;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Estilo enlazado;true;1
1.2.7.57.185.188.191.196.247;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Formato núm.;true;1
1.2.7.57.185.188.191.196.248;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Pos. número;true;1
1.2.7.57.185.188.191.196.249;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Estilo núm.;true;1
1.2.7.57.185.188.191.196.250;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Nivel de reinicio de lista;true;1
1.2.7.57.185.188.191.196.251;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Núm. inicio lista;true;1
1.2.7.57.185.188.191.196.252;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Tabulación;true;1
1.2.7.57.185.188.191.196.253;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Sangría;true;1
1.2.7.57.185.188.191.196.254;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Núm. seguido de;true;1
1.2.7.57.185.188.191.196.255;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Nivel del estilo (verificar);true;1
1.2.7.57.185.188.191.197.256;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Alin. número;true;1
1.2.7.57.185.188.191.197.257;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Plantilla de lista > Niveles de lista > Nivel de lista > Estilo enlazado;true;1
